order_date,allocated_node,node_type,state,lat,lng,default_units,mechmax_units,uncap_units,mechmax_delta_units,uncap_delta_units,default_throughput,mechmax_throughput,default_tp_scaled,mechmax_tp_scaled,uncap_throughput,default_maxcap,mechmax_maxcap,uncap_maxcap,default_promise_miss_ol,mechmax_promise_miss_ol,uncap_promise_miss_ol,default_ol,mechmax_ol,uncap_ol,p_default_promise_miss_ol,p_mechmax_promise_miss_ol,p_uncap_promise_miss_ol
2022-05-16,1815,STR,CA,32.650517,-116.968454,585,847,849,262,264,199.5535714,45.48387097,20,5,0.084800085,448,1860,999999,66,255,255,485,686,677,0.136082474,0.371720117,0.376661743
2022-05-16,1826,STR,NC,35.865849,-78.567983,1067,788,774,-279,-293,118.2926829,24.1875,12,2,0.076000076,1148,3200,999999,364,401,384,913,672,657,0.398685652,0.59672619,0.584474886
2022-05-16,1837,STR,TX,29.53649,-95.151593,867,613,620,-254,-247,99.69879518,28.73239437,10,3,0.061900062,996,2130,999999,196,160,168,752,520,525,0.260638298,0.307692308,0.32
2022-05-16,1848,STR,IN,39.914909,-86.138697,436,587,796,151,360,150.8353222,51.85840708,15,5,0.07950008,419,1130,999999,40,73,100,356,512,690,0.112359551,0.142578125,0.144927536
2022-05-16,1903,STR,IL,41.800457,-88.170151,840,765,829,-75,-11,121.887287,26.5034965,12,3,0.082200082,763,2860,999999,131,160,161,720,657,698,0.181944444,0.243531202,0.230659026
2022-05-16,1914,STR,MO,38.161805,-92.604264,533,949,975,416,442,188.1469115,51.52173913,19,5,0.097300097,599,1840,999999,62,223,226,410,753,765,0.151219512,0.296148738,0.295424837
2022-05-16,1925,STR,WI,42.882766,-87.915653,443,376,618,-67,175,117.9039301,36.66666667,12,4,0.061600062,458,1020,999999,30,46,94,351,312,512,0.085470085,0.147435897,0.18359375
2022-05-16,193,STR,CA,33.761503,-117.955915,360,903,950,543,590,199.7159091,81.90909091,20,8,0.094800095,352,1100,999999,37,267,286,280,699,727,0.132142857,0.381974249,0.393397524
2022-05-16,1936,STR,CA,33.761461,-117.887485,779,1214,1093,435,314,199.6083551,41.33105802,20,4,0.109100109,766,2930,999999,109,388,364,659,965,887,0.165402124,0.402072539,0.410372041
2022-05-16,1947,STR,WA,47.313592,-122.305539,394,930,984,536,590,199.2346939,99.89247312,20,10,0.098000098,392,930,999999,47,416,439,322,751,792,0.145962733,0.553928096,0.554292929
2022-05-16,1969,STR,OH,40.038055,-83.123237,497,642,710,145,213,168.6746988,32.53807107,17,3,0.070900071,415,1970,999999,59,96,112,388,493,548,0.152061856,0.194726166,0.204379562
2022-05-16,2030,STR,CA,34.394179,-118.464932,2151,1750,1573,-401,-578,127.4185707,36.375,13,4,0.156900157,2057,4800,999999,357,486,451,1726,1408,1278,0.206836616,0.345170455,0.352895149
2022-05-16,2041,STR,IA,41.630418,-93.699735,1051,1063,1031,12,-20,126.5142857,44.20833333,13,4,0.102900103,875,2400,999999,243,332,311,885,900,872,0.274576271,0.368888889,0.356651376
2022-05-16,2052,STR,CO,39.78392,-104.895,602,460,422,-142,-180,74.72793229,9.5625,7,1,0.042100042,827,4800,999999,105,94,89,413,330,298,0.254237288,0.284848485,0.298657718
2022-05-16,2063,STR,FL,26.270688,-81.740467,461,642,636,181,175,199.7787611,24.5210728,20,2,0.063400063,452,2610,999999,49,240,237,365,464,462,0.134246575,0.517241379,0.512987013
2022-05-16,2074,STR,NC,35.019985,-80.580866,602,489,552,-113,-50,108.9311859,24.64646465,11,2,0.055100055,683,1980,999999,52,69,74,476,382,425,0.109243697,0.180628272,0.174117647
2022-05-16,2085,STR,FL,30.390741,-86.480935,233,324,474,91,241,161.0215054,33.64583333,16,3,0.047300047,372,960,999999,36,64,89,198,256,350,0.181818182,0.25,0.254285714
2022-05-16,2140,STR,AZ,32.27986,-110.977,975,787,774,-188,-201,83.03571429,32.75,8,3,0.077300077,1568,2400,999999,250,223,219,717,558,553,0.348675035,0.399641577,0.3960217
2022-05-16,2151,STR,CA,33.69995,-117.828042,328,466,639,138,311,171.1316397,50,17,5,0.063600064,433,930,999999,31,70,101,270,392,528,0.114814815,0.178571429,0.191287879
2022-05-16,2173,STR,MA,42.110519,-70.927683,874,404,373,-470,-501,108.0675422,12.59375,11,1,0.037200037,1066,3200,999999,50,60,57,683,313,288,0.073206442,0.191693291,0.197916667
2022-05-16,2184,STR,PA,39.907944,-79.757993,982,1044,1029,62,47,132.6315789,32.42990654,13,3,0.102600103,1235,3210,999999,265,384,377,756,809,796,0.350529101,0.474660074,0.47361809
2022-05-16,2195,STR,CA,33.689146,-117.341996,806,549,615,-257,-191,115.8221303,28.29015544,12,3,0.061200061,967,1930,999999,73,67,70,615,426,479,0.118699187,0.157276995,0.146137787
2022-05-16,2261,STR,CO,39.649625,-105.005927,607,459,443,-148,-164,77.14907508,14.3125,8,1,0.044200044,919,3200,999999,77,87,81,483,363,346,0.15942029,0.239669421,0.234104046
2022-05-16,2272,STR,VA,39.009216,-77.439655,897,767,872,-130,-25,127.6715411,30.97165992,13,3,0.087100087,889,2470,999999,93,118,141,754,640,723,0.123342175,0.184375,0.195020747
2022-05-16,2283,STR,TX,32.548638,-94.724801,666,849,809,183,143,150.3134796,27.54901961,15,3,0.08030008,638,3060,999999,121,177,173,528,659,633,0.229166667,0.268588771,0.273301738
2022-05-16,2294,STR,VA,38.05631,-78.9422,685,812,911,127,226,140.874036,44.02173913,14,4,0.091000091,778,1840,999999,98,172,180,553,628,708,0.17721519,0.27388535,0.254237288
2022-05-16,2360,STR,TN,35.979397,-86.571713,1536,1327,1321,-209,-215,113.7931034,41.4375,11,4,0.132000132,1508,3200,999999,440,499,498,1238,1097,1091,0.355411955,0.454876937,0.456461962
2022-05-16,2382,STR,NY,43.015991,-78.201993,1085,1196,1194,111,109,169.9736611,37.3125,17,4,0.119200119,1139,3200,999999,242,528,522,822,947,941,0.294403893,0.557550158,0.554729012
2022-05-16,2409,STR,TX,30.392679,-97.744668,909,918,900,9,-9,150.4978663,29.2971246,15,3,0.08990009,703,3130,999999,186,264,260,763,785,768,0.243774574,0.336305732,0.338541667
2022-05-16,2470,STR,CA,33.760087,-118.293472,1649,1588,1592,-61,-57,161.1111111,49.375,16,5,0.158400158,1206,3200,999999,339,579,577,1349,1334,1338,0.251297257,0.434032984,0.431240658
2022-05-16,2492,STR,CA,38.549206,-121.426579,1334,910,844,-424,-490,115.2360515,26.89349112,12,3,0.084300084,1398,3380,999999,221,208,198,1004,687,642,0.220119522,0.302765648,0.308411215
2022-05-16,2519,STR,MN,44.836017,-93.08777,1360,871,919,-489,-441,93.84083045,32.14814815,9,3,0.091700092,1445,2700,999999,363,301,311,1086,695,734,0.334254144,0.433093525,0.423705722
2022-05-16,2607,STR,MA,41.749066,-71.207427,1764,1047,917,-717,-847,121.2879191,21.79166667,12,2,0.091600092,1879,4800,999999,349,320,315,1383,807,711,0.252349964,0.396530359,0.443037975
2022-05-16,2717,STR,CO,39.708369,-105.079511,0,184,231,184,231,0,18.3,0,2,0.023000023,0,1000,999999,0,35,44,0,121,161,#DIV/0!,0.289256198,0.273291925
2022-05-16,2728,STR,KY,38.24605,-85.515,568,778,828,210,260,199.7455471,76.93069307,20,8,0.082700083,393,1010,999999,62,165,174,484,648,697,0.128099174,0.25462963,0.24964132
2022-05-16,2739,STR,OK,34.629286,-98.494914,499,894,877,395,378,178.2747604,29.96644295,18,3,0.087600088,626,2980,999999,33,136,132,354,630,614,0.093220339,0.215873016,0.214983713
2022-05-16,2805,STR,NY,42.866616,-73.930923,1430,1340,1317,-90,-113,136.2091503,41.625,14,4,0.130900131,1530,3200,999999,269,405,403,1088,1003,990,0.247242647,0.403788634,0.407070707
2022-05-16,281,STR,MI,42.337321,-83.390466,1178,1255,1061,77,-117,144.7368421,26.125,14,3,0.106000106,874,4800,999999,164,245,215,977,1081,924,0.167860798,0.226641998,0.232683983
2022-05-16,2816,STR,AL,34.749313,-86.755874,513,535,536,22,23,128.1618887,19.48905109,13,2,0.053500054,593,2740,999999,108,138,128,393,399,398,0.27480916,0.345864662,0.32160804
2022-05-16,616,STR,MI,42.738624,-84.628522,565,851,881,286,316,151.835536,44.92063492,15,4,0.088000088,681,1890,999999,94,209,210,449,671,696,0.20935412,0.31147541,0.301724138
2022-05-16,627,STR,WA,47.4553,-122.258,747,339,298,-408,-449,84,7.041666667,8,1,0.02970003,1300,4800,999999,73,59,52,587,274,236,0.124361158,0.215328467,0.220338983
2022-05-16,649,STR,FL,28.555243,-81.345493,338,423,447,85,109,129.3181818,21.21212121,13,2,0.044400044,440,1980,999999,82,109,102,284,327,342,0.288732394,0.333333333,0.298245614
2022-05-16,737,STR,CA,37.9876,-122.309847,678,710,753,32,75,180.952381,67.33333333,18,7,0.075000075,483,1050,999999,84,167,173,505,535,563,0.166336634,0.312149533,0.307282416
2022-05-16,759,STR,VA,38.654476,-77.288786,1384,1001,908,-383,-476,115.7152021,27.28021978,12,3,0.089300089,1559,3640,999999,211,235,227,1081,783,706,0.195189639,0.300127714,0.321529745
2022-05-16,803,STR,IA,41.523719,-93.60205,929,837,875,-92,-54,118.9411765,49.76190476,12,5,0.087400087,850,1680,999999,195,238,241,772,702,739,0.252590674,0.339031339,0.326116373
2022-05-16,825,STR,AZ,33.636207,-112.22854,895,759,612,-136,-283,112.0280948,15.77083333,11,2,0.061000061,1139,4800,999999,191,207,182,685,581,470,0.278832117,0.356282272,0.387234043
2022-05-16,83,STR,TX,33.528009,-101.872299,678,568,572,-110,-106,102.0986359,21.31578947,10,2,0.057100057,953,2660,999999,168,160,159,527,433,436,0.318785579,0.369515012,0.364678899
2022-05-16,836,STR,IL,41.937464,-88.098861,1711,1856,1778,145,67,153.4381139,57.96875,15,6,0.177700178,1527,3200,999999,311,546,539,1408,1464,1404,0.220880682,0.37295082,0.383903134
2022-05-16,847,STR,MN,47.510808,-92.549759,854,845,842,-9,-12,138.762215,35.16666667,14,4,0.084100084,614,2400,999999,172,247,237,692,680,674,0.248554913,0.363235294,0.351632047
2022-05-16,858,STR,TX,29.849244,-95.502707,752,708,696,-44,-56,117.1385991,35.47738693,12,4,0.069400069,671,1990,999999,178,193,184,638,593,582,0.278996865,0.325463744,0.316151203
2022-05-16,9334,DC,AL,34.65199,-86.8438,25263,20857,20422,-4406,-4841,83.44950613,2.085602086,8,0,2.042102042,30271,999999,999999,6134,5680,5564,20502,16820,16488,0.299190323,0.337693222,0.337457545
2022-05-16,935,STR,AZ,35.183837,-111.66001,366,396,467,30,101,139.953271,37.26415094,14,4,0.046600047,428,1060,999999,78,93,110,312,333,377,0.25,0.279279279,0.291777188
2022-05-16,957,STR,IL,41.906984,-87.977105,2044,1041,806,-1003,-1238,98.16429555,21.66666667,10,2,0.080500081,2179,4800,999999,204,140,94,1652,799,647,0.123486683,0.175219024,0.145285935
2022-05-16,968,STR,FL,25.735588,-80.321217,564,825,832,261,268,198.8479263,65.88709677,20,7,0.082400082,434,1240,999999,118,430,436,465,677,685,0.253763441,0.635155096,0.63649635
2022-05-17,1041,STR,VA,37.50405,-77.6051,1171,779,718,-392,-453,118.5393258,23.54545455,12,2,0.071600072,1246,3300,999999,152,147,136,930,611,560,0.16344086,0.240589198,0.242857143
2022-05-17,1052,STR,MI,42.865307,-85.68572,965,1047,1009,82,44,159.3093093,39.69581749,16,4,0.100600101,666,2630,999999,188,302,299,777,856,837,0.241956242,0.352803738,0.357228196
2022-05-17,1063,STR,IN,40.008541,-86.128331,586,723,769,137,183,156.3192905,40.56179775,16,4,0.076800077,451,1780,999999,108,177,185,456,583,615,0.236842105,0.303602058,0.300813008
2022-05-17,1074,STR,FL,25.971644,-80.140965,713,791,789,78,76,148.2112436,41.14583333,15,4,0.078800079,587,1920,999999,188,275,274,535,599,599,0.351401869,0.459098497,0.457429048
2022-05-17,1085,STR,NJ,39.934744,-75.024516,1845,1621,1327,-224,-518,140.641099,33.75,14,3,0.132600133,1747,4800,999999,188,215,191,1426,1238,1027,0.131837307,0.173667205,0.185978578
2022-05-17,1096,STR,MN,44.031846,-91.620872,329,442,584,113,255,150.6134969,46.91489362,15,5,0.057700058,326,940,999999,22,28,47,231,314,414,0.095238095,0.089171975,0.11352657
2022-05-17,1140,STR,CA,32.738795,-116.93853,771,623,559,-148,-212,113.5764944,21.59722222,11,2,0.055700056,987,2880,999999,83,96,90,576,469,419,0.144097222,0.204690832,0.214797136
2022-05-17,1151,STR,NJ,40.306136,-74.677047,909,1824,1943,915,1034,198.3333333,101,20,10,0.194000194,780,1800,999999,101,463,484,780,1519,1619,0.129487179,0.304805793,0.298949969
2022-05-17,1162,STR,VA,37.299674,-79.958603,599,524,525,-75,-74,116.8152866,19.37037037,12,2,0.052400052,785,2700,999999,143,167,169,502,414,415,0.284860558,0.403381643,0.407228916
2022-05-17,1195,STR,NY,43.128391,-77.443196,636,519,518,-117,-118,140.7704655,18.97435897,14,2,0.051700052,623,2730,999999,144,208,204,495,422,422,0.290909091,0.492890995,0.483412322
2022-05-17,1250,STR,TN,35.751972,-83.991525,906,818,815,-88,-91,133.2919255,30.60150376,13,3,0.081400081,805,2660,999999,140,143,137,738,661,657,0.189701897,0.21633888,0.208523592
2022-05-17,1261,STR,WV,38.338227,-81.714517,859,904,917,45,58,158.0769231,45.60606061,16,5,0.091500092,780,1980,999999,115,212,217,731,783,801,0.157318741,0.270753512,0.270911361
2022-05-17,1272,STR,MN,44.775657,-93.500873,550,616,827,66,277,152.6315789,57.54716981,15,6,0.082100082,437,1060,999999,126,203,276,465,507,667,0.270967742,0.400394477,0.413793103
2022-05-17,1283,STR,CA,33.565642,-117.203908,1022,1133,1118,111,96,199.704142,57.94871795,20,6,0.111500112,676,1950,999999,126,339,332,830,921,911,0.151807229,0.368078176,0.364434687
2022-05-17,1360,STR,AZ,33.674884,-111.974585,586,349,407,-237,-179,85.86387435,19.66101695,9,2,0.040600041,764,1770,999999,71,43,56,416,237,282,0.170673077,0.181434599,0.19858156
2022-05-17,1371,STR,SC,34.939136,-80.977854,1212,1343,1349,131,137,196.4285714,39.88095238,20,4,0.134600135,812,3360,999999,239,554,557,1001,1128,1128,0.238761239,0.491134752,0.493794326
2022-05-17,1393,STR,OH,39.16256,-84.274256,1283,831,769,-452,-514,112.7693536,24.70238095,11,2,0.076600077,1253,3360,999999,205,184,174,1036,690,638,0.197876448,0.266666667,0.272727273
2022-05-17,1409,STR,CA,33.853038,-118.139819,1164,603,497,-561,-667,105.6936648,16.53846154,11,2,0.04960005,1247,3640,999999,128,134,123,916,501,418,0.139737991,0.26746507,0.294258373
2022-05-17,1470,STR,AR,36.1157,-94.1555,444,378,378,-66,-66,113.8084633,19.13705584,11,2,0.037500038,449,1970,999999,138,138,136,384,328,327,0.359375,0.420731707,0.415902141
2022-05-17,1481,STR,IN,37.975406,-87.470714,516,975,991,459,475,199.7706422,74.19847328,20,7,0.098800099,436,1310,999999,79,274,278,422,800,813,0.187203791,0.3425,0.341943419
2022-05-17,1492,STR,NY,43.083646,-75.315158,400,355,365,-45,-35,141.8224299,21.9375,14,2,0.036100036,428,1600,999999,26,29,37,280,228,240,0.092857143,0.127192982,0.154166667
2022-05-17,1508,STR,NY,42.484933,-76.490598,630,422,442,-208,-188,126.0683761,21.21827411,13,2,0.043800044,702,1970,999999,83,73,82,509,343,359,0.163064833,0.212827988,0.228412256
2022-05-17,1519,STR,FL,28.549307,-81.704866,1222,1254,1193,32,-29,179.7695262,37.04142012,18,4,0.119100119,781,3380,999999,293,509,496,851,865,846,0.344300823,0.588439306,0.586288416
2022-05-17,1805,STR,CA,36.292517,-119.316571,1363,923,875,-440,-488,114.7058824,30.63122924,11,3,0.087400087,1360,3010,999999,195,178,173,1083,726,694,0.180055402,0.245179063,0.249279539
2022-05-17,1816,STR,CA,32.813328,-115.567642,432,415,517,-17,85,132.6710817,34.21487603,13,3,0.051600052,453,1210,999999,58,68,84,341,324,396,0.170087977,0.209876543,0.212121212
2022-05-17,1827,STR,VA,38.8952,-77.445838,1011,842,838,-169,-173,128.7476281,26.28125,13,3,0.083600084,1054,3200,999999,142,177,176,814,646,635,0.174447174,0.273993808,0.277165354
2022-05-17,1838,STR,AZ,33.296076,-111.899963,456,617,660,161,204,182.8313253,59.80582524,18,6,0.065900066,332,1030,999999,102,195,209,345,461,495,0.295652174,0.422993492,0.422222222
2022-05-17,1904,STR,TX,30.091615,-95.639736,512,496,556,-16,44,130.6791569,45.74074074,13,5,0.055400055,427,1080,999999,152,159,179,423,410,464,0.359338061,0.387804878,0.385775862
2022-05-17,1915,STR,NY,42.756495,-73.771077,534,724,873,190,339,199.8007968,38.04232804,20,4,0.086800087,502,1890,999999,60,95,110,440,565,681,0.136363636,0.168141593,0.161527166
2022-05-17,1926,STR,CA,37.8832,-122.307,1852,1019,918,-833,-934,86.01659751,21.20833333,9,2,0.091700092,2410,4800,999999,269,215,194,1454,845,757,0.185006878,0.25443787,0.256274769
2022-05-17,1948,STR,NY,40.824959,-72.988953,2433,1698,1632,-735,-801,188.961039,49.53216374,19,5,0.162600163,1694,3420,999999,282,522,515,1844,1276,1230,0.152928416,0.409090909,0.418699187
2022-05-17,1959,STR,AZ,33.322949,-111.689675,627,786,784,159,157,183.2946636,47.27272727,18,5,0.078300078,431,1650,999999,105,225,227,462,578,574,0.227272727,0.389273356,0.395470383
2022-05-17,2031,STR,NM,35.17275,-106.582,254,412,456,158,202,178.1132075,37.70642202,18,4,0.045500046,265,1090,999999,44,138,152,202,347,378,0.217821782,0.397694524,0.402116402
2022-05-17,2053,STR,TN,35.14642,-85.251508,630,820,831,190,201,180.8163265,80.29411765,18,8,0.083000083,490,1020,999999,129,250,247,496,651,654,0.260080645,0.384024578,0.377675841
2022-05-17,2064,STR,FL,27.836842,-82.684696,613,516,566,-97,-47,179.0909091,45.89285714,18,5,0.056400056,440,1120,999999,152,254,271,455,395,436,0.334065934,0.643037975,0.621559633
2022-05-17,2075,STR,PA,39.991215,-75.089745,585,1616,1570,1031,985,198.8071571,48.90909091,20,5,0.156800157,503,3300,999999,49,349,344,435,1203,1155,0.112643678,0.290108063,0.297835498
2022-05-17,2130,STR,ME,43.934038,-69.985271,717,503,523,-214,-194,166.4902998,31.18012422,17,3,0.052200052,567,1610,999999,85,174,173,527,394,411,0.161290323,0.441624365,0.420924574
2022-05-17,2141,STR,NJ,40.715486,-74.284732,3009,2784,2627,-225,-382,199.9458874,54,20,5,0.262400262,1848,5150,999999,432,983,951,2540,2210,2084,0.17007874,0.44479638,0.456333973
2022-05-17,2152,STR,TX,25.9686,-97.509487,414,325,336,-89,-78,88.28125,15.35545024,9,2,0.033500034,512,2110,999999,107,84,88,315,248,259,0.33968254,0.338709677,0.33976834
2022-05-17,2163,STR,CA,33.62332,-117.682,451,702,606,251,155,162.4444444,21.90625,16,2,0.060500061,450,3200,999999,60,123,100,361,535,458,0.166204986,0.229906542,0.218340611
2022-05-17,2174,STR,GA,33.63339,-84.016216,474,632,743,158,269,169.9541284,57.18181818,17,6,0.074000074,436,1100,999999,70,161,180,370,500,585,0.189189189,0.322,0.307692308
2022-05-17,2185,STR,CA,37.666285,-122.120084,1100,630,475,-470,-625,58.92667375,12.23735409,6,1,0.047400047,1882,5140,999999,111,82,59,936,525,413,0.118589744,0.156190476,0.142857143
2022-05-17,2196,STR,FL,25.94055,-80.2911,600,493,491,-107,-109,132.0939335,10.22916667,13,1,0.048900049,511,4800,999999,133,165,164,446,363,362,0.298206278,0.454545455,0.453038674
2022-05-17,2251,STR,WI,42.56441,-87.9284,514,542,710,28,196,162.6535627,59.34065934,16,6,0.070900071,407,910,999999,53,69,102,411,430,567,0.128953771,0.160465116,0.17989418
2022-05-17,2262,STR,PA,40.642337,-79.941313,1142,954,936,-188,-206,169.1017964,29.78125,17,3,0.093500094,835,3200,999999,192,308,304,885,757,742,0.216949153,0.406869221,0.409703504
2022-05-17,2284,STR,AR,35.341003,-94.388125,535,526,511,-9,-24,109.9510604,17.85714286,11,2,0.051000051,613,2940,999999,70,78,78,411,403,386,0.170316302,0.193548387,0.202072539
2022-05-17,2295,STR,NY,43.161815,-76.122579,298,380,354,82,56,126.2420382,11.84375,13,1,0.035300035,785,3200,999999,49,71,68,237,319,299,0.206751055,0.222570533,0.227424749
2022-05-17,2350,STR,CA,34.574355,-118.047839,1710,988,900,-722,-810,114.6067416,30.59375,11,3,0.089100089,1780,3200,999999,115,96,76,1212,676,612,0.094884488,0.142011834,0.124183007
2022-05-17,2361,STR,CT,41.228735,-73.225326,2180,1810,1588,-370,-592,172.079314,37.6875,17,4,0.158700159,1866,4800,999999,313,371,341,1727,1408,1273,0.181239143,0.263494318,0.26787117
2022-05-17,2372,STR,AK,61.129094,-149.881696,756,761,761,5,5,100.2680965,29.53307393,10,3,0.075900076,746,2570,999999,426,432,432,448,453,453,0.950892857,0.953642384,0.953642384
2022-05-17,2383,STR,NE,41.214297,-96.108691,804,624,552,-180,-252,106.9459757,18.16326531,11,2,0.053200053,907,3430,999999,154,145,129,626,468,420,0.24600639,0.30982906,0.307142857
2022-05-17,2394,STR,MD,38.67245,-76.8732,585,780,715,195,130,126.8142681,23.86503067,13,2,0.071300071,813,3260,999999,57,89,80,479,632,598,0.118997912,0.140822785,0.133779264
2022-05-17,2471,STR,CA,33.680105,-117.172837,1456,826,741,-630,-715,105.8452722,24.62686567,11,2,0.073900074,1745,3350,999999,130,75,64,1045,552,502,0.124401914,0.135869565,0.12749004
2022-05-17,2482,STR,CA,33.918693,-117.886971,1614,1216,1076,-398,-538,133.5649757,25.27083333,13,3,0.107500108,1439,4800,999999,227,261,244,1244,925,843,0.182475884,0.282162162,0.289442467
2022-05-17,2493,STR,GA,33.942788,-83.752011,856,789,830,-67,-26,139.25,70.35714286,14,7,0.082900083,800,1120,999999,143,183,186,626,579,606,0.228434505,0.316062176,0.306930693
2022-05-17,2570,STR,MA,42.348748,-71.504967,1455,646,626,-809,-829,124.5430809,20.15625,12,2,0.062200062,1532,3200,999999,249,243,240,1094,507,487,0.227605119,0.479289941,0.492813142
2022-05-17,2581,STR,CA,37.418112,-121.955506,974,884,857,-90,-117,145.5607477,32.91044776,15,3,0.085500086,856,2680,999999,141,207,198,786,709,689,0.179389313,0.291960508,0.287373004
2022-05-17,260,STR,MN,44.936939,-93.346785,570,530,819,-40,249,131.4285714,49.81132075,13,5,0.081700082,455,1060,999999,174,174,297,429,411,640,0.405594406,0.423357664,0.4640625
2022-05-17,2608,STR,PA,40.566187,-75.560862,1024,1024,1076,0,52,152.5816649,35.27586207,15,4,0.107500108,949,2900,999999,77,119,132,824,809,859,0.093446602,0.147095179,0.153667055
2022-05-17,271,STR,CO,39.565063,-104.965672,260,195,298,-65,38,113.8888889,20.53191489,11,2,0.02970003,288,940,999999,46,46,70,217,157,232,0.211981567,0.292993631,0.301724138
2022-05-17,2729,STR,MA,42.589718,-71.159895,417,445,380,28,-37,138.6962552,13.875,14,1,0.037900038,721,3200,999999,54,76,61,319,333,289,0.169278997,0.228228228,0.211072664
2022-05-17,2790,STR,VA,38.872567,-77.229434,1303,1181,952,-122,-351,125.4324151,24.58333333,13,2,0.095100095,1561,4800,999999,163,202,169,1015,948,767,0.160591133,0.213080169,0.220338983
2022-05-17,282,STR,MI,42.528515,-83.108536,1096,910,894,-186,-202,160.9958506,30.85034014,16,3,0.089100089,723,2940,999999,154,257,252,845,720,703,0.182248521,0.356944444,0.358463727
2022-05-17,293,STR,CA,33.887729,-117.877297,451,401,531,-50,80,150.3722084,36.51376147,15,4,0.052800053,403,1090,999999,37,62,89,355,307,410,0.104225352,0.201954397,0.217073171
2022-05-17,606,STR,WA,47.658217,-122.694049,353,216,275,-137,-78,135.0775194,20.47619048,14,2,0.027400027,516,1050,999999,33,41,48,290,183,229,0.113793103,0.224043716,0.209606987
2022-05-17,617,STR,ID,43.610581,-116.285758,824,767,761,-57,-63,113.5068154,43.52272727,11,4,0.076000076,807,1760,999999,274,278,274,666,626,619,0.411411411,0.444089457,0.442649435
2022-05-17,628,STR,WA,46.142714,-122.899321,573,449,493,-124,-80,198.9775051,28,20,3,0.049200049,489,1600,999999,103,185,198,470,366,396,0.219148936,0.505464481,0.5
2022-05-17,639,STR,AZ,33.388909,-111.683474,376,355,451,-21,75,127.7286136,30.17094017,13,3,0.045000045,339,1170,999999,94,106,120,324,307,368,0.290123457,0.345276873,0.326086957
2022-05-17,738,STR,CA,37.75779,-121.458451,690,804,844,114,154,184.7396768,79.40594059,18,8,0.084300084,557,1010,999999,60,180,189,541,621,647,0.11090573,0.289855072,0.292117465
2022-05-17,804,STR,IA,43.149783,-93.253369,967,812,817,-155,-150,129.0609137,33.79166667,13,3,0.081600082,788,2400,999999,138,117,117,723,616,603,0.190871369,0.189935065,0.194029851
2022-05-17,815,STR,FL,26.15405,-80.318536,796,788,751,-8,-45,120.0234192,15.23255814,12,2,0.074900075,854,5160,999999,233,299,284,646,625,597,0.360681115,0.4784,0.475711893
2022-05-17,826,STR,NV,36.21954,-115.25,1011,598,549,-413,-462,93.4856176,21.09540636,9,2,0.054800055,1182,2830,999999,164,111,106,793,446,424,0.206809584,0.248878924,0.25
2022-05-17,837,STR,IL,41.905597,-87.843955,0,645,569,645,569,0,12.93172691,0,1,0.056800057,0,4980,999999,0,155,146,0,525,479,#DIV/0!,0.295238095,0.30480167
2022-05-17,848,STR,SD,45.457452,-98.440585,317,210,274,-107,-43,95.59164733,20.09615385,10,2,0.027300027,431,1040,999999,43,42,53,268,180,223,0.160447761,0.233333333,0.237668161
2022-05-17,859,STR,SD,44.888651,-97.083451,578,529,590,-49,12,133.3895447,50.09615385,13,5,0.058900059,593,1040,999999,89,110,122,469,413,449,0.189765458,0.266343826,0.271714922
2022-05-17,9335,DC,IN,39.74688,-86.294,25971,23227,22711,-2744,-3260,106.0544602,2.322502323,11,0,2.270902271,30077,999999,999999,7563,7618,7536,21406,19143,18719,0.353312155,0.397952254,0.402585608
2022-05-17,9434,DC,OR,44.5776,-123.109,30223,28716,28628,-1507,-1595,102.0075825,2.871502872,10,0,2.862702863,39301,999999,999999,18089,17754,17728,27549,26118,26053,0.656611855,0.679761084,0.680459064
2022-05-17,947,STR,TX,32.862745,-96.854439,678,711,701,33,23,126.1515602,23.7458194,13,2,0.07000007,673,2990,999999,117,151,147,552,565,553,0.211956522,0.267256637,0.265822785
2022-05-17,9478,DC,AZ,32.087575,-110.799394,46681,47127,46865,446,184,159.2898302,4.712604713,16,0,4.686404686,51368,999999,999999,29954,30016,29920,39044,39334,39171,0.767185739,0.76310571,0.763830385
2022-05-17,95,STR,TX,30.362314,-97.715779,743,727,665,-16,-78,125.9970458,21.17302053,13,2,0.066000066,677,3410,999999,138,173,163,599,565,530,0.230383973,0.30619469,0.30754717
2022-05-17,958,STR,KY,36.949291,-86.43625,1036,748,721,-288,-315,112.1062992,25.27210884,11,3,0.071600072,1016,2940,999999,146,137,138,713,575,547,0.204768583,0.23826087,0.252285192
2022-05-18,1031,STR,MO,37.15155,-93.262384,457,474,495,17,38,147.5460123,42.45454545,15,4,0.048800049,326,1100,999999,114,133,142,363,378,392,0.314049587,0.351851852,0.362244898
2022-05-18,1064,STR,WA,47.438438,-120.327383,548,356,348,-192,-200,112.2593718,12.76978417,11,1,0.034700035,987,2780,999999,114,105,105,428,286,280,0.26635514,0.367132867,0.375
2022-05-18,1097,STR,CA,38.943459,-121.095909,455,500,556,45,101,166.1971831,49.40594059,17,5,0.055500056,355,1010,999999,111,165,178,358,401,439,0.310055866,0.411471322,0.40546697
2022-05-18,1152,STR,NJ,40.441323,-74.42582,1276,1616,1696,340,420,199.2256637,82.76923077,20,8,0.169400169,904,1950,999999,290,427,449,977,1264,1318,0.296827021,0.337816456,0.340667678
